"application_type";"IND_num";"studyID"
"IND";"IND140903";"D18-S037-RD"
"IND";"IND140903";"R20-S408-RD"
"IND";"IND140925";"8342833"
"IND";"IND140946";"BDI0032"
"IND";"IND140962";"1107003"
"IND";"IND140962";"1107004"
"IND";"IND140964";"20155960"
"IND";"IND140964";"8455099"
"IND";"IND140966";"18GR045"
"IND";"IND140966";"18GR046"
"IND";"IND140969";"65427"
"IND";"IND140969";"75929"
"IND";"IND140986";"1788RD1"
"IND";"IND140986";"SH125-1823RD1"
"IND";"IND141005";"TX18001"
"IND";"IND141005";"TX18002"
"IND";"IND141021";"IB18-005"
"IND";"IND141021";"TA18-012"
"IND";"IND141021";"TA18-027"
"IND";"IND141021";"TB18-013"
"IND";"IND141021";"TB18-026"
"IND";"IND141034";"T103174-6"
"IND";"IND141034";"T103625-7"
"IND";"IND141034";"T103626-8"
"IND";"IND141036";"20199833"
"IND";"IND141036";"2609-005"
"IND";"IND141036";"5701420"
"IND";"IND141036";"5701430"
"IND";"IND141036";"8404622"
"IND";"IND141038";"8374378"
"IND";"IND141038";"8374380"
"IND";"IND141055";"20112567"
"IND";"IND141055";"20112569"
"IND";"IND141055";"20112570"
"IND";"IND141055";"20112571"
"IND";"IND141080";"VNG6416"
"IND";"IND141080";"VNG6563"
"IND";"IND141080";"VNG6564"
"IND";"IND141080";"VNG6572"
"IND";"IND141080";"VNG6668"
"IND";"IND141080";"VNG6732"
"IND";"IND141080";"VPT6742"
"IND";"IND141080";"VPT6744"
"IND";"IND141106";"20124250"
"IND";"IND141106";"20138495"
"IND";"IND141106";"529-724"
"IND";"IND141112";"2714-003"
"IND";"IND141112";"2714-004"
"IND";"IND141112";"2714-008"
"IND";"IND141112";"2714-009"
"IND";"IND141129";"NK23FK"
"IND";"IND141147";"504912"
"IND";"IND141147";"8380771"
"IND";"IND141154";"A2018026-G014-01"
"IND";"IND141154";"A2018026-T011-01"
"IND";"IND141154";"A2018026-T014-01"
"IND";"IND141155";"1169001"
"IND";"IND141159";"20173635"
"IND";"IND141159";"2855-001"
"IND";"IND141171";"0437LV32_002"
"IND";"IND141171";"0437RV32_001"
"IND";"IND141187";"1106008"
"IND";"IND141187";"1106009"
"IND";"IND141187";"20151589"
"IND";"IND141187";"20151590"
"IND";"IND141225";"1841-019"
"IND";"IND141225";"22T0017"
"IND";"IND141225";"22T0020"
"IND";"IND141225";"22T0021"
"IND";"IND141225";"22T0022"
"IND";"IND141225";"22T0023"
"IND";"IND141225";"8442556"
"IND";"IND141225";"8449210"
"IND";"IND141239";"20143982"
"IND";"IND141244";"20186701"
"IND";"IND141260";"20146992"
"IND";"IND141263";"688519"
"IND";"IND141263";"688529"
"IND";"IND141263";"688530"
"IND";"IND141263";"688565"
"IND";"IND141263";"SW18-4005"
"IND";"IND141291";"17350"
"IND";"IND141291";"17351"
"IND";"IND141293";"SBL148-067"
"IND";"IND141293";"SBL148-083"
"IND";"IND141317";"646-0006-TX"
"IND";"IND141317";"646-0010-TX"
"IND";"IND141317";"646-0017-SP"
"IND";"IND141317";"646-0019-SP"
"IND";"IND141336";"20144886"
"IND";"IND141336";"20144887"
"IND";"IND141336";"AB22285"
"IND";"IND141336";"AB22286"
"IND";"IND141340";"20142589"
"IND";"IND141340";"20175708"
"IND";"IND141340";"20186278"
"IND";"IND141353";"8001962"
"IND";"IND141353";"8001963"
"IND";"IND141353";"8001964"
"IND";"IND141353";"8001965"
"IND";"IND141353";"8002118"
"IND";"IND141353";"8002119"
"IND";"IND141355";"507012"
"IND";"IND141355";"507028"
"IND";"IND141355";"8003161"
"IND";"IND141355";"8003162"
"IND";"IND141356";"0443RA156_001"
"IND";"IND141356";"20125697"
"IND";"IND141356";"20142002"
"IND";"IND141356";"20142543"
"IND";"IND141356";"20162483"
"IND";"IND141356";"20169006"
"IND";"IND141356";"20170297"
"IND";"IND141356";"20170298"
"IND";"IND141358";"20160569"
"IND";"IND141358";"8403840"
"IND";"IND141358";"8403843"
"IND";"IND141358";"8403853"
"IND";"IND141358";"8403855"
"IND";"IND141358";"8403890"
"IND";"IND141360";"SR60FL"
"IND";"IND141371";"800186"
"IND";"IND141371";"800187"
"IND";"IND141371";"TOX13725"
"IND";"IND141373";"2750-006"
"IND";"IND141381";"20149535"
"IND";"IND141381";"20186265"
"IND";"IND141383";"8402957"
"IND";"IND141383";"8402959"
"IND";"IND141396";"20190005TMAP"
"IND";"IND141396";"20190037TMAP"
"IND";"IND141396";"47732TCP"
"IND";"IND141400";"DN18064"
"IND";"IND141407";"19202100KE"
"IND";"IND141407";"19202224P"
"IND";"IND141407";"19202225K"
"IND";"IND141432";"1141008"
"IND";"IND141432";"1141010"
"IND";"IND141432";"1141028"
"IND";"IND141432";"1141030"
"IND";"IND141432";"3010-004"
"IND";"IND141432";"3010-005"
"IND";"IND141432";"3010-006"
"IND";"IND141432";"3010-007"
"IND";"IND141464";"8362194"
"IND";"IND141464";"8362196"
"IND";"IND141464";"8410697"
"IND";"IND141464";"8410879"
"IND";"IND141464";"8441091"
"IND";"IND141464";"8442781"
"IND";"IND141464";"8453710"
"IND";"IND141464";"8464253"
"IND";"IND141467";"6700509"
"IND";"IND141468";"8401583"
"IND";"IND141483";"37226"
"IND";"IND141483";"G14632"
"IND";"IND141485";"20117428"
"IND";"IND141485";"8371574"
"IND";"IND141485";"8390817"
"IND";"IND141489";"2100-300"
"IND";"IND141489";"2100-317"
"IND";"IND141489";"2100-319"
"IND";"IND141489";"2100-384"
"IND";"IND141489";"ITP17-170"
"IND";"IND141504";"B180514"
"IND";"IND141505";"1724-19313"
"IND";"IND141507";"8392098"
"IND";"IND141507";"SNBL.163.36"
"IND";"IND141520";"678-0008-TX"
"IND";"IND141520";"678-0009-TX"
"IND";"IND141520";"678-0010-TX"
"IND";"IND141520";"678-0011-TX"
"IND";"IND141520";"678-0012-TX"
"IND";"IND141537";"8002049"
"IND";"IND141552";"405775-2017030201-RPK"
"IND";"IND141552";"8382926"
"IND";"IND141552";"8382927"
"IND";"IND141552";"TXC1625"
"IND";"IND141552";"TXC1626"
"IND";"IND141552";"VNG5133"
"IND";"IND141552";"VNG5306"
"IND";"IND141552";"VNG5306MTD"
"IND";"IND141552";"VNG5308"
"IND";"IND141552";"VPT5544"
"IND";"IND141552";"VPT5587"
"IND";"IND141553";"405775-2017030201-RPK"
"IND";"IND141553";"8382926"
"IND";"IND141553";"8382927"
"IND";"IND141553";"TXC1625"
"IND";"IND141553";"TXC1626"
"IND";"IND141553";"VNG5133"
"IND";"IND141553";"VNG5306"
"IND";"IND141553";"VNG5306MTD"
"IND";"IND141553";"VNG5308"
"IND";"IND141553";"VPT5544"
"IND";"IND141553";"VPT5587"
"IND";"IND141563";"2100-313"
"IND";"IND141563";"8407686"
"IND";"IND141582";"8363542"
"IND";"IND141582";"8363543"
"IND";"IND141582";"8393104"
"IND";"IND141582";"8393105"
"IND";"IND141582";"8397692"
"IND";"IND141582";"8397693"
"IND";"IND141582";"8408472"
"IND";"IND141582";"8409288"
"IND";"IND141603";"386-0015-TX"
"IND";"IND141603";"386-0019-TX"
"IND";"IND141603";"386-0041-TX"
"IND";"IND141603";"386-0042-TX"
"IND";"IND141603";"386-0066-TX"
"IND";"IND141603";"386-0067-TX"
"IND";"IND141623";"G18747"
"IND";"IND141629";"WL32VL"
"IND";"IND141663";"P16-S141-2RD"
"IND";"IND141663";"P19-S257-RD"
"IND";"IND141671";"863-560"
"IND";"IND141671";"863-615"
"IND";"IND141671";"863-631"
"IND";"IND141671";"863-632"
"IND";"IND141671";"863-720"
"IND";"IND141671";"863-726"
"IND";"IND141671";"863-727"
"IND";"IND141671";"863-844"
"IND";"IND141671";"863-855"
"IND";"IND141686";"998-340"
"IND";"IND141686";"998-342"
"IND";"IND141686";"998-361"
"IND";"IND141686";"998-364"
"IND";"IND141686";"998-405"
"IND";"IND141686";"998-406"
"IND";"IND141686";"998-454"
"IND";"IND141686";"998-455"
"IND";"IND141708";"20210725"
"IND";"IND141725";"SNBL.223.65"
"IND";"IND141726";"20158641"
"IND";"IND141732";"17-174-su"
"IND";"IND141732";"18-012-tk"
"IND";"IND141732";"18-042-tk"
"IND";"IND141732";"5003026"
"IND";"IND141732";"5003027"
"IND";"IND141732";"5003028"
"IND";"IND141732";"5003029"
"IND";"IND141732";"5003030"
"IND";"IND141732";"6902027"
"IND";"IND141732";"6902242"
"IND";"IND141732";"6902247"
"IND";"IND141732";"6902359"
"IND";"IND141732";"6902377"
"IND";"IND141732";"6902438"
"IND";"IND141732";"BA17261"
"IND";"IND141732";"SBL010-324"
"IND";"IND141732";"SBL010-325"
"IND";"IND141757";"MM58MT"
"IND";"IND141757";"VJ78VX"
"IND";"IND141761";"20186701"
"IND";"IND141762";"0862-17005"
"IND";"IND141762";"0862-17007"
"IND";"IND141762";"20124863"
"IND";"IND141762";"20177718"
"IND";"IND141762";"20177719"
"IND";"IND141763";"T103112-8"
"IND";"IND141763";"T103529-0"
"IND";"IND141763";"T103563-8"
"IND";"IND141766";"276-0048-TX"
"IND";"IND141766";"276-0049-TX"
"IND";"IND141790";"2570-025"
"IND";"IND141790";"2570-026"
"IND";"IND141790";"DN18062"
"IND";"IND141790";"DN18063"
"IND";"IND141790";"DN18076"
"IND";"IND141790";"DN18077"
"IND";"IND141793";"M18-042-RD"
"IND";"IND141793";"P18-042-RD"
"IND";"IND141796";"604442"
"IND";"IND141796";"1019-0787"
"IND";"IND141796";"20154714"
"IND";"IND141796";"8368126"
"IND";"IND141803";"2.809E+11"
"IND";"IND141803";"2.809E+11"
"IND";"IND141805";"T104164-6"
"IND";"IND141805";"T104244-5"
"IND";"IND141806";"LOL0003"
"IND";"IND141806";"LOL0004"
"IND";"IND141821";"SNBL.223.76"
"IND";"IND141843";"8379943"
"IND";"IND141885";"8386882"
"IND";"IND141885";"8391434"
"IND";"IND141889";"434086"
"IND";"IND141889";"1018-2281"
"IND";"IND141889";"1018-2292"
"IND";"IND141890";"86628"
"IND";"IND141890";"86629"
"IND";"IND141893";"504425"
"IND";"IND141893";"508409"
"IND";"IND141893";"77767"
"IND";"IND141893";"78419"
"IND";"IND141955";"5002753"
"IND";"IND141958";"1801AD1"
"IND";"IND141958";"1801RD1"
"IND";"IND141965";"8378034"
"IND";"IND141967";"2714-015"
"IND";"IND141967";"2714-018"
"IND";"IND141969";"18B082"
"IND";"IND141969";"PK32VQ"
"IND";"IND141988";"8386882"
"IND";"IND141990";"2823-002"
"IND";"IND142001";"863-470"
"IND";"IND142001";"863-471"
"IND";"IND142001";"863-491"
"IND";"IND142001";"863-492"
"IND";"IND142001";"863-642"
"IND";"IND142001";"863-643"
"IND";"IND142001";"863-713"
"IND";"IND142001";"863-985"
"IND";"IND142003";"78102-18-462"
"IND";"IND142003";"78103-18-326"
"IND";"IND142003";"78103-18-327"
"IND";"IND142003";"78103-18-338"
"IND";"IND142003";"78103-18-342"
"IND";"IND142003";"78103-18-343"
"IND";"IND142003";"ICCIN-2530"
"IND";"IND142003";"JXB0023"
"IND";"IND142003";"JXB0024"
"IND";"IND142006";"SBL062-428"
"IND";"IND142006";"SBL062-429"
"IND";"IND142006";"SBL062-456"
"IND";"IND142006";"SBL062-463"
"IND";"IND142013";"R18-S047-RD"
"IND";"IND142013";"S18-S047-SD"
"IND";"IND142024";"505188"
"IND";"IND142024";"505193"
"IND";"IND142024";"509004"
"IND";"IND142024";"510444"
"IND";"IND142024";"8002148"
"IND";"IND142024";"8002240"
"IND";"IND142024";"8002591"
"IND";"IND142028";"275507"
"IND";"IND142028";"275508"
"IND";"IND142028";"275510"
"IND";"IND142028";"275511"
"IND";"IND142050";"503809"
"IND";"IND142050";"503814"
"IND";"IND142050";"508367"
"IND";"IND142050";"508372"
"IND";"IND142051";"1175023"
"IND";"IND142051";"20158667"
"IND";"IND142051";"20158668"
"IND";"IND142051";"20177386"
"IND";"IND142051";"20177387"
"IND";"IND142063";"8353263"
"IND";"IND142065";"2.843E+11"
"IND";"IND142084";"VPT6885"
"IND";"IND142084";"VPT6984"
"IND";"IND142133";"8386941"
"IND";"IND142133";"8386942"
"IND";"IND142133";"8386943"
"IND";"IND142133";"8386944"
"IND";"IND142136";"447-0059-TX"
"IND";"IND142175";"18-1038"
"IND";"IND142175";"tt181038"
"IND";"IND142184";"M386-18"
"IND";"IND142184";"M387-18"
"IND";"IND142197";"8002312"
"IND";"IND142197";"8002313"
"IND";"IND142217";"806-168"
"IND";"IND142217";"806-169"
"IND";"IND142217";"806-180"
"IND";"IND142217";"806-181"
"IND";"IND142217";"806-204"
"IND";"IND142217";"806-205"
"IND";"IND142217";"806-229"
"IND";"IND142217";"806-230"
"IND";"IND142236";"3011-002"
"IND";"IND142237";"tt181004"
"IND";"IND142237";"tt181042"
"IND";"IND142238";"670074"
"IND";"IND142238";"670076"
"IND";"IND142240";"341-0067-TX"
"IND";"IND142240";"341-0068-TX"
"IND";"IND142240";"341-0069-TX"
"IND";"IND142240";"341-0070-TX"
"IND";"IND142252";"8412900"
"IND";"IND142255";"19CB03"
"IND";"IND142255";"VNG6687"
"IND";"IND142255";"VNG6815"
"IND";"IND142255";"VNG7064"
"IND";"IND142255";"VPT7183"
"IND";"IND142255";"VPT7192"
"IND";"IND142255";"VPT7196"
"IND";"IND142282";"1817RD1"
"IND";"IND142297";"381-0029-TX"
"IND";"IND142297";"381-0030-TX"
"IND";"IND142297";"BRT_18_041NG_TN"
"IND";"IND142297";"BRT_18_043G_TN"
"IND";"IND142297";"BRT_18_059NG_TN"
"IND";"IND142297";"BRT_19_026G_TN"
"IND";"IND142297";"BRT_19_028NG_TN"
"IND";"IND142297";"BRT_19_030G_TN"
"IND";"IND142297";"BRT_19_040G_TN"
"IND";"IND142302";"36243"
"IND";"IND142309";"8385289"
"IND";"IND142325";"785-0001-TX"
"IND";"IND142325";"804"
"IND";"IND142362";"D20-S007-RD"
"IND";"IND142362";"S15815"
"IND";"IND142362";"T75018003-GN"
"IND";"IND142366";"8387819"
"IND";"IND142366";"8387820"
"IND";"IND142376";"8390130"
"IND";"IND142376";"A3457"
"IND";"IND142379";"8394030"
"IND";"IND142379";"8406906"
"IND";"IND142398";"1019-0393"
"IND";"IND142398";"1019-3445"
"IND";"IND142398";"1019-6035"
"IND";"IND142398";"1019-6043"
"IND";"IND142398";"3095-003"
"IND";"IND142399";"18-6005"
"IND";"IND142399";"18-6006"
"IND";"IND142399";"tt186033"
"IND";"IND142399";"tt186043"
"IND";"IND142437";"2705-002"
"IND";"IND142437";"2705-003"
"IND";"IND142438";"SNBL.223.83"
"IND";"IND142438";"SNBL.223.89"
"IND";"IND142439";"20177814"
"IND";"IND142440";"EHP0019"
"IND";"IND142440";"EHP0020"
"IND";"IND142440";"EHP0021"
"IND";"IND142442";"MZE0013"
"IND";"IND142495";"7300739"
"IND";"IND142496";"301350"
"IND";"IND142496";"304582"
"IND";"IND142500";"950-139"
"IND";"IND142500";"950-140"
"IND";"IND142500";"950-148"
"IND";"IND142500";"950-155"
"IND";"IND142500";"950-156"
"IND";"IND142502";"950-139"
"IND";"IND142502";"950-140"
"IND";"IND142502";"950-148"
"IND";"IND142502";"950-155"
"IND";"IND142502";"950-156"
"IND";"IND142515";"T73618002-GN"
"IND";"IND142515";"T73618003-GN"
"IND";"IND142515";"T73620001-GN"
"IND";"IND142515";"T73620002-GN"
"IND";"IND142517";"1066013"
"IND";"IND142517";"1066015"
"IND";"IND142517";"1066017"
"IND";"IND142517";"8400615"
"IND";"IND142517";"8400624"
"IND";"IND142517";"M1903901G021"
"IND";"IND142563";"31255"
"IND";"IND142563";"31256"
"IND";"IND142563";"31357"
"IND";"IND142563";"73725"
"IND";"IND142563";"73726"
"IND";"IND142563";"74192"
"IND";"IND142563";"74355"
"IND";"IND142564";"8405032"
"IND";"IND142565";"19-04169-G5"
"IND";"IND142568";"20166312"
"IND";"IND142568";"20187081"
"IND";"IND142580";"DN19017"
"IND";"IND142609";"2017080902"
"IND";"IND142609";"2017082401"
"IND";"IND142609";"20207705"
"IND";"IND142609";"20235313"
"IND";"IND142609";"8369072"
"IND";"IND142609";"8369073"
"IND";"IND142609";"8381085"
"IND";"IND142609";"8381086"
"IND";"IND142610";"GD10TW"
"IND";"IND142610";"LR01MT"
"IND";"IND142610";"QX79DV"
"IND";"IND142610";"RJ33CS"
"IND";"IND142612";"31202"
"IND";"IND142612";"73607"
"IND";"IND142612";"8387440"
"IND";"IND142612";"8387441"
"IND";"IND142612";"LS-2017-950"
"IND";"IND142633";"D19-176-RD"
"IND";"IND142633";"D19-S065-SD"
"IND";"IND142633";"R19-S065-RD"
"IND";"IND142633";"R19-S065-SD"
"IND";"IND142642";"T103839-4"
"IND";"IND142642";"T103925-0"
"IND";"IND142642";"T104037-5"
"IND";"IND142642";"T104163-5"
"IND";"IND142642";"T104277-1"
"IND";"IND142658";"17-299-su"
"IND";"IND142658";"17-300-su"
"IND";"IND142658";"18-098-ac"
"IND";"IND142658";"18-099-ac"
"IND";"IND142658";"18-137-su"
"IND";"IND142658";"20224232"
"IND";"IND142658";"B-8529"
"IND";"IND142658";"B-8530"
"IND";"IND142658";"B-8531"
"IND";"IND142658";"B-8532"
"IND";"IND142658";"B-8533"
"IND";"IND142658";"BA18058"
"IND";"IND142658";"BA18059"
"IND";"IND142670";"312489"
"IND";"IND142670";"312490"
"IND";"IND142670";"312510"
"IND";"IND142670";"312511"
"IND";"IND142684";"8401278"
"IND";"IND142687";"8371600"
"IND";"IND142687";"8371601"
"IND";"IND142687";"8371602"
"IND";"IND142687";"8371603"
"IND";"IND142687";"8393878"
"IND";"IND142687";"8393879"
"IND";"IND142687";"8395093"
"IND";"IND142687";"8395095"
"IND";"IND142693";"1018-2592"
"IND";"IND142693";"1018-3951"
"IND";"IND142693";"12539"
"IND";"IND142693";"12540"
"IND";"IND142694";"512567"
"IND";"IND142694";"8427122"
"IND";"IND142694";"DL36QW"
"IND";"IND142694";"HT56JQ"
"IND";"IND142694";"YK61FY"
"IND";"IND142728";"20147791"
"IND";"IND142728";"20162682"
"IND";"IND142728";"20184005"
"IND";"IND142728";"20190782"
"IND";"IND142728";"20194587"
"IND";"IND142731";"8381439"
"IND";"IND142731";"8392345"
"IND";"IND142731";"8401637"
"IND";"IND142733";"A2018044-T014-01"
"IND";"IND142756";"8399529"
"IND";"IND142756";"8399530"
"IND";"IND142771";"2649-025"
"IND";"IND142776";"5003008"
"IND";"IND142776";"5003009"
"IND";"IND142776";"5003079"
"IND";"IND142776";"5003080"
"IND";"IND142776";"8380851"
"IND";"IND142776";"8390590"
"IND";"IND142793";"20155762"
"IND";"IND142793";"20155764"
"IND";"IND142793";"20155766"
"IND";"IND142793";"20155767"
"IND";"IND142794";"1017-3693"
"IND";"IND142794";"1017-3703"
"IND";"IND142803";"0436MA147_001"
"IND";"IND142803";"0436PA147_002"
"IND";"IND142803";"0440PA147_001"
"IND";"IND142806";"20151534"
"IND";"IND142806";"20154158"
"IND";"IND142806";"5002475"
"IND";"IND142806";"5002489"
"IND";"IND142816";"2360-016"
"IND";"IND142816";"2360-017"
"IND";"IND142816";"2360-021"
"IND";"IND142816";"2360-022"
"IND";"IND142816";"2360-064"
"IND";"IND142816";"2360-065"
"IND";"IND142817";"7808"
"IND";"IND142817";"AB22627"
"IND";"IND142827";"1372007"
"IND";"IND142827";"1372008"
"IND";"IND142827";"1372031"
"IND";"IND142827";"1372035"
"IND";"IND142827";"2928-010"
"IND";"IND142827";"2928-011"
"IND";"IND142827";"2928-032"
"IND";"IND142828";"2695-001"
"IND";"IND142842";"130-716"
"IND";"IND142842";"130-721"
"IND";"IND142842";"130-781"
"IND";"IND142842";"130-828"
"IND";"IND142842";"B161023"
"IND";"IND142842";"SBL036-272"
"IND";"IND142842";"TOX17-0065"
"IND";"IND142843";"SBL055-561"
"IND";"IND142843";"SBL055-594"
"IND";"IND142844";"8374685"
"IND";"IND142848";"17-IV113-N0"
"IND";"IND142848";"18-DA0001-0"
"IND";"IND142850";"2950-002"
"IND";"IND142868";"20174375"
"IND";"IND142871";"A2019085-T014-01"
"IND";"IND142876";"8365351"
"IND";"IND142876";"882-103"
"IND";"IND142876";"882-107"
"IND";"IND142876";"T-18_074"
"IND";"IND142897";"507400"
"IND";"IND142897";"508011"
"IND";"IND142897";"508016"
"IND";"IND142897";"508854"
"IND";"IND142897";"508870"
"IND";"IND142898";"18GR015"
"IND";"IND142898";"18GR183"
"IND";"IND142898";"18GR187"
"IND";"IND142898";"18LJ017"
"IND";"IND142901";"20198929"
"IND";"IND142905";"1017-1261"
"IND";"IND142905";"1017-1271"
"IND";"IND142905";"1017-1282"
"IND";"IND142905";"1017-3531"
"IND";"IND142905";"1017-3542"
"IND";"IND142905";"2017-1241"
"IND";"IND142905";"2017-1252"
"IND";"IND142906";"8383549"
"IND";"IND142906";"8390569"
"IND";"IND142944";"1019-2031"
"IND";"IND142944";"1019-2042"
"IND";"IND142944";"1020-2311"
"IND";"IND142945";"37136"
"IND";"IND142945";"37137"
"IND";"IND142950";"FY16_025"
"IND";"IND142950";"FY16_049"
"IND";"IND142950";"FY16-025C"
"IND";"IND142950";"FY17_017"
"IND";"IND142950";"FY17_042"
"IND";"IND142950";"FY17-126"
"IND";"IND142950";"FY17-126B"
"IND";"IND142950";"FY18-120"
"IND";"IND142965";"20168694"
"IND";"IND142965";"8391462"
"IND";"IND142965";"8391463"
"IND";"IND143011";"1016-1205"
"IND";"IND143011";"1016-1211"
"IND";"IND143011";"1016-3311"
"IND";"IND143011";"1016-3327"
"IND";"IND143011";"78421"
"IND";"IND143011";"78584"
"IND";"IND143016";"D18-094-RD"
"IND";"IND143016";"D18-094-SD"
"IND";"IND143016";"R18-094-RD"
"IND";"IND143016";"R18-094-SD"
"IND";"IND143025";"SBL500-317"
"IND";"IND143025";"SBL500-318"
"IND";"IND143025";"SBL500-683"
"IND";"IND143026";"20226519"
"IND";"IND143026";"20226521"
"IND";"IND143031";"78703-18-125"
"IND";"IND143031";"78703-18-140"
"IND";"IND143031";"78703-18-260"
"IND";"IND143031";"78703-18-363"
"IND";"IND143031";"78704-18-086"
"IND";"IND143031";"78704-18-423"
"IND";"IND143031";"78704-18-799"
"IND";"IND143034";"407.02"
"IND";"IND143034";"407.03"
"IND";"IND143034";"8458000"
"IND";"IND143034";"8458002"
"IND";"IND143035";"BG002P"
"IND";"IND143046";"8366180"
"IND";"IND143046";"8367788"
"IND";"IND143047";"604370"
"IND";"IND143047";"604380"
"IND";"IND143047";"604381"
"IND";"IND143047";"604419"
"IND";"IND143047";"604420"
"IND";"IND143047";"20148711"
"IND";"IND143048";"8372784"
"IND";"IND143053";"20141946"
"IND";"IND143053";"20141947"
"IND";"IND143071";"2716-001"
"IND";"IND143071";"2716-009"
"IND";"IND143071";"2716-013"
"IND";"IND143071";"2716-014"
"IND";"IND143071";"2716-015"
"IND";"IND143071";"2716-016"
"IND";"IND143074";"1079.01"
"IND";"IND143074";"20159392"
"IND";"IND143075";"A2018052-T002-01"
"IND";"IND143075";"A2018052-T005-01"
"IND";"IND143075";"A2018052-T011-01"
"IND";"IND143075";"A2018052-T014-01"
"IND";"IND143075";"A2018052-T015-04"
"IND";"IND143078";"278504"
"IND";"IND143078";"278505"
"IND";"IND143078";"1095002"
"IND";"IND143078";"20149322"
"IND";"IND143078";"20224957"
"IND";"IND143085";"1974-041"
"IND";"IND143085";"1974-042"
"IND";"IND143085";"1974-044"
"IND";"IND143085";"1974-045"
"IND";"IND143085";"1974-046"
"IND";"IND143085";"2713-001"
"IND";"IND143085";"505806"
"IND";"IND143090";"20147504"
"IND";"IND143090";"517418"
"IND";"IND143090";"517420"
"IND";"IND143090";"AB22298"
"IND";"IND143090";"TOX13233"
"IND";"IND143090";"TOX13234"
"IND";"IND143090";"TOX13254"
"IND";"IND143090";"TOX13826"
"IND";"IND143107";"1870199"
"IND";"IND143107";"1870200"
"IND";"IND143107";"8001713"
"IND";"IND143107";"8001714"
"IND";"IND143107";"8001929"
"IND";"IND143152";"2904-001"
"IND";"IND143152";"2904-002"
"IND";"IND143168";"8389141"
"IND";"IND143168";"8389142"
"IND";"IND143168";"8395402"
"IND";"IND143168";"8395403"
"IND";"IND143171";"2562-005"
"IND";"IND143171";"T73518001-GN"
"IND";"IND143173";"18-1032"
"IND";"IND143173";"18-1033"
"IND";"IND143175";"20147415"
"IND";"IND143175";"20167774"
"IND";"IND143175";"2205-011"
"IND";"IND143189";"18B064"
"IND";"IND143189";"18B101"
"IND";"IND143189";"18B117"
"IND";"IND143193";"1048006"
"IND";"IND143193";"1048020"
"IND";"IND143201";"20136416"
"IND";"IND143201";"20164037"
"IND";"IND143201";"20164048"
"IND";"IND143210";"14042-20003"
"IND";"IND143210";"14042-20004"
"IND";"IND143210";"14042-20005"
"IND";"IND143219";"1770696"
"IND";"IND143219";"1770697"
"IND";"IND143220";"8393896"
"IND";"IND143220";"8393897"
"IND";"IND143240";"1797AD1"
"IND";"IND143240";"1797RD1"
"IND";"IND143240";"1797RD2"
"IND";"IND143243";"612-0005-TX"
"IND";"IND143243";"612-0013-TX"
"IND";"IND143243";"612-0015-TX"
"IND";"IND143243";"A78-0001-TX"
"IND";"IND143243";"A78-0002-TX"
"IND";"IND143261";"1058011"
"IND";"IND143261";"1058012"
"IND";"IND143261";"663-0003-TX"
"IND";"IND143261";"663-0004-TX"
"IND";"IND143294";"36930"
"IND";"IND143300";"20141698"
"IND";"IND143328";"20166348"
"IND";"IND143328";"863-628"
"IND";"IND143328";"863-637"
"IND";"IND143328";"863-638"
"IND";"IND143331";"8388133"
"IND";"IND143331";"8398458"
"IND";"IND143331";"8416192"
"IND";"IND143344";"D17-S154-RD"
"IND";"IND143344";"R17-S154-RD"
"IND";"IND143345";"18B015"
"IND";"IND143345";"18B016"
"IND";"IND143345";"18B020"
"IND";"IND143345";"18B027"
"IND";"IND143345";"507384"
"IND";"IND143345";"507798"
"IND";"IND143345";"507824"
"IND";"IND143345";"675501"
"IND";"IND143345";"675517"
"IND";"IND143345";"675522"
"IND";"IND143364";"D20-046-RD"
"IND";"IND143364";"R20-046-RD"
"IND";"IND143365";"20161134"
"IND";"IND143365";"20161148"
"IND";"IND143365";"AB22591"
"IND";"IND143365";"AB22593"
"IND";"IND143365";"AB22631"
"IND";"IND143365";"AB22632"
"IND";"IND143390";"10707"
"IND";"IND143390";"15835"
"IND";"IND143390";"62624"
"IND";"IND143390";"74494"
"IND";"IND143394";"2648-002"
"IND";"IND143394";"2648-003"
"IND";"IND143394";"2648-004"
"IND";"IND143394";"2648-005"
"IND";"IND143394";"8433838"
"IND";"IND143416";"20169957"
"IND";"IND143418";"8389583"
"IND";"IND143442";"8406426"
"IND";"IND143442";"8406495"
"IND";"IND143442";"8418310"
"IND";"IND143444";"37054"
"IND";"IND143444";"37097"
"IND";"IND143445";"B-8419"
"IND";"IND143445";"B-8435"
"IND";"IND143446";"466-0053-TX"
"IND";"IND143446";"466-0054-TX"
"IND";"IND143446";"466-0055-TX"
"IND";"IND143446";"466-0056-TX"
"IND";"IND143461";"P19-025-RD"
"IND";"IND143469";"634-0011-TX"
"IND";"IND143469";"634-0012-TX"
"IND";"IND143480";"509371"
"IND";"IND143480";"510004"
"IND";"IND143486";"727-123"
"IND";"IND143486";"8388636"
"IND";"IND143488";"T104278-2"
"IND";"IND143488";"T104319-8"
"IND";"IND143488";"T104326-6"
"IND";"IND143488";"T104546-0"
"IND";"IND143488";"T104550-5"
"IND";"IND143488";"T104551-6"
"IND";"IND143488";"T104581-9"
"IND";"IND143500";"8374139"
"IND";"IND143500";"8391614"
"IND";"IND143502";"2709-001"
"IND";"IND143503";"5002677"
"IND";"IND143503";"5002678"
"IND";"IND143503";"5002816"
"IND";"IND143503";"5002817"
